CANTIDAD,MUNICIPIO,PARROQUIA,DENOMINACIÓN,PLAN DE ESTUDIO 1,PLAN DE ESTUDIO 2,PLAN DE ESTUDIO 3,ESPECIALIDAD 3,MENCIÓN 3,PLAN DE ESTUDIO 4,ESPECIALIDAD 4,MENCIÓN 4,PLAN DE ESTUDIO 5,ESPECIALIDAD 5,MENCIÓN 5,PLAN DE ESTUDIO 6,ESPECIALIDAD 6,MENCIÓN 6,PLAN DE ESTUDIO 7,ESPECIALIDAD 7,MENCIÓN 7,PLAN DE ESTUDIO 8,ESPECIALIDAD 8,MENCIÓN 8,PLAN DE ESTUDIO 9,ESPECIALIDAD 9,MENCIÓN 9,PLAN DE ESTUDIO 10,ESPECIALIDAD 10,MENCIÓN 10,NOMBRE NOMINAL DEL PLANTEL,NUEVO EPÓNIMO,CODIGO DEL PLANTEL,CODIGO DEPENDENCIA 1,CODIGO DEPENDENCIA 2,CODIGO ESTADISTICO,DEPENDENCIA,UBICACIÓN GEOGRAFICA,NIVEL,MODALIDAD,TURNOS DEL PLANTEL,METROS 2,MATERNAL FEM,MATERNAL MAS,MATERNAL TOTAL,PREESCOLAR FEM,PREESCOLAR MAS,PREESCOLAR TOTAL,INICIAL FEM,INICIAL MAS,INICIAL TOTAL,PRIMARIA FEM,PRIMARIA MAS,PRIMARIA TOTAL,MEDIA GENERAL FEM,MEDIA GENERAL MAS,MEDIA GENERAL TOTAL,MEDIA TECNICA FEM,MEDIA TECNICA MAS,MEDIA TECNICA TOTAL,ADULTO FEM,ADULTO MAS,ADULTO TOTAL,ESPECIAL FEM,ESPECIAL MAS,ESPECIAL TOTAL,MATRICULA TOTAL,MATERNAL,PREESCOLAR,PRIMARIA,MEDIA GENERAL,MEDIA TECNICA,ADULTO,ESPECIAL,
680,LIBERTADOR,EL LLANO,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,PREESCOLAR GABRIELA MISTRAL (ANTES COLONIA INFANTIL LOS ANDES),GABRIELA MISTRAL (ANTES COLONIA INFANTIL LOS ANDES),OD02371412,,,141064,ESTADAL,,,,,,22,30,52,54,55,109,76,85,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,3,4,0,,,0,0,
681,LIBERTADOR,EL LLANO,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,PREESCOLAR FILADELFO COLMENARES ANGULO,FILADELFO COLMENARES ANGULO,OD02531412,,,141060,ESTADAL,,,,,,0,0,0,6,2,8,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,,,0,0,
682,LIBERTADOR,EL MORRO,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA AUGUSTO MALAVE VILLALBA),EVELINA GIL (ANTES AUGUSTO MALAVE VILLALBA),OD13191412,,,140532,ESTADAL,,,,,,0,0,0,1,2,3,1,2,3,6,7,13,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,2,,,0,0,
683,LIBERTADOR,EL MORRO,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA MOCOTONE),ABRAHAM PEÑA PEÑA (ANTES MOCOTONE),OD13201412,,,140534,ESTADAL,,,,,,0,0,0,1,2,3,1,2,3,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,5,,,0,0,
684,LIBERTADOR,EL MORRO,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA AURELIO SANCHEZ SANCHEZ (ANTES MOCOSOS),AURELIO SANCHEZ SANCHEZ (ANTES MOCOSOS),OD13081412,,,141103,ESTADAL,,,,,,0,0,0,7,1,8,7,1,8,11,8,19,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,1,,,0,0,
685,LIBERTADOR,EL MORRO,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA VICTOR MANUEL PEÑA (ANTES MIQUIRURA),VICTOR MANUEL PEÑA (ANTES MIQUIRURA),OD13091412,,,141105,ESTADAL,,,,,,0,0,0,2,3,5,2,3,5,10,12,22,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3,6,,,0,0,
686,LIBERTADOR,EL MORRO,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA JUAN DE DIOS DAVILA,JUAN DE DIOS DAVILA,OD00211412,,,141987,ESTADAL,,,,,,0,0,0,8,3,11,8,3,11,16,16,32,0,0,0,0,0,0,0,0,0,0,0,0,43,0,3,6,,,0,0,
687,LIBERTADOR,EL MORRO,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA EL HATICO,JESUS MANUEL PEÑA (ANTES EL HATICO),OD13041412,,,140749,ESTADAL,,,,,,0,0,0,3,2,5,3,2,5,9,3,12,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,6,,,0,0,
688,LIBERTADOR,EL MORRO,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA MUCUTARAY,MAXIMO SAAVEDRA (ANTES MUCUTARAY),OD13101412,,,141107,ESTADAL,,,,,,0,0,0,0,1,1,0,1,1,8,1,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,,0,0,
689,LIBERTADOR,GONZALO PICÓN FEBRES,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA VICENTE LECUNA (ANTES LA CAÑA),VICENTE LECUNA (ANTES LA CAÑA),OD13301412,,,140584,ESTADAL,,,,,,0,0,0,7,13,20,7,13,20,28,28,56,0,0,0,0,0,0,0,0,0,0,0,0,76,0,1,6,,,0,0,
690,LIBERTADOR,GONZALO PICÓN FEBRES,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA PEDRO ALEJANDRINO GUERRERO PLAZA (ANTES ALTO VIENTO),PEDRO ALEJANDRINO GUERRERO PLAZA (ANTES ALTO VIENTO),OD13291412,,,140585,ESTADAL,,,,,,0,0,0,4,3,7,4,3,7,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,1,,,0,0,
691,LIBERTADOR,GONZALO PICÓN FEBRES,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,COMPLEJO EDUCATIVO VITALIA GUTIERREZ DE RINCON,VITALIA GUTIERREZ DE RINCON,S2955D1412,,,140620,ESTADAL,,,,,,5,5,10,23,35,58,28,40,68,75,85,160,75,83,158,0,0,0,0,0,0,0,0,0,386,1,3,0,,,0,0,
692,LIBERTADOR,GONZALO PICÓN FEBRES,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,SIMONCITO YOLANDA TERESA SARCOS (ANTES MONTERREY),YOLANDA TERESA SARCOS (ANTES MONTERREY),OD17731412,,,142152,ESTADAL,,,,,,0,0,0,10,14,24,10,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,,,0,0,
693,LIBERTADOR,GONZALO PICÓN FEBRES,PARA EL EMPRENDIMIENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,MARCOLINA DE VOLCANES,MARCOLINA DE VOLCANES,OD17781412,,,142250,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
694,LIBERTADOR,JACINTO PLAZA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA JUAN DE ARCOS,JUAN DE ARCOS,OD02541412,,,140617,ESTADAL,,,,,,0,0,0,32,30,62,32,30,62,153,180,333,0,0,0,0,0,0,0,0,0,0,0,0,395,0,6,12,,,0,0,
695,LIBERTADOR,JACINTO PLAZA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA BOLIVARIANA MAHATMA GANDHI,MAHATMA GANDHI,OD12881412,,,141636,ESTADAL,,,,,,0,0,0,17,19,36,17,19,36,53,71,124,0,0,0,0,0,0,0,0,0,0,0,0,160,0,2,6,,,0,0,
696,LIBERTADOR,JACINTO PLAZA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESC SANTA CATALINA DE SIENA,SANTA CATALINA DE SIENA,OD13001412,,,141783,ESTADAL,,,,,,0,0,0,4,2,6,4,2,6,11,7,18,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,6,,,0,0,
697,LIBERTADOR,JACINTO PLAZA,COMPLEJO EDUCATIVO,20000,21000,31059,,BACHILLER,45041,SALUD,ENFERMERÍA,,,,,,,,,,,,,,,,,,,C.E SAN RAFAEL,SAN RAFAEL (ANTES SAN RAFAEL DEL CHAMA),OD13011412,,,141784,ESTADAL,,,,,,0,0,0,13,10,23,13,10,23,26,30,56,16,19,35,2,0,2,0,0,0,0,0,0,116,0,1,6,,,0,0,
698,LIBERTADOR,JACINTO PLAZA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESC RAFAELA PEÑA DE PEÑA,RAFAELA PEÑA DE PEÑA,OD15781412,,,141966,ESTADAL,,,,,,0,0,0,5,1,6,5,1,6,7,8,15,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,5,,,0,0,
699,LIBERTADOR,JACINTO PLAZA,ESCUELA PARA EL EMPRENDIMIENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA PARA EL EMPRENDIMIENTO HERMENEGILDO CONTRERAS,HERMENEGILDO CONTRERAS,ON17791412,,,142258,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
700,LIBERTADOR,JACINTO PLAZA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA SIMON RODRIGUEZ,SIMON RODRIGUEZ,OD03121412,,,140618,ESTADAL,,,,,,0,0,0,22,28,50,22,28,50,182,138,320,0,0,0,0,0,0,0,0,0,0,0,0,370,0,2,17,,,0,0,
701,LIBERTADOR,JACINTO PLAZA,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,PREESCOLAR MARIA MONTESSORI,MARIA MONTESSORI,OD12851412,,,140492,ESTADAL,,,,,,0,0,0,31,33,64,31,33,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,6,0,,,0,0,
702,LIBERTADOR,JACINTO PLAZA,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA OBDULIO PICON PICON,OBDULIO PICON PICON,OD13311412,,,140551,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,115,126,241,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,12,,,0,0,
703,LIBERTADOR,JACINTO PLAZA,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA JOSE ITALO PEÑA MARQUEZ,JOSE ITALO PEÑA MARQUEZ,OD12991412,,,141781,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,23,11,34,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,6,,,0,0,
704,LIBERTADOR,JUAN RODRIGUEZ SUAREZ,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,JJ MARQUINA,JOSE DE JESUS MARQUINA (ANTES LA VEGA DE LA PARROQUIA),OD12961412,,,141766,ESTADAL,,,,,,5,5,10,5,3,8,10,8,18,5,11,16,0,0,0,0,0,0,0,0,0,0,0,0,34,1,1,6,,,0,0,
705,LIBERTADOR,JUAN RODRIGUEZ SUAREZ,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA PARA EL EMPRENDIMIENTO ERNESTINA QUIROZ,ERNESTINA QUIROZ,ON15471412,,,141927,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
706,LIBERTADOR,JUAN RODRIGUEZ SUAREZ,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,EE CECILIO ACOSTA,CECILIO ACOSTA,OD02521412,,,140614,ESTADAL,,,,,,0,0,0,5,10,15,5,10,15,42,43,85,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1,6,,,0,0,
707,LIBERTADOR,LASSO DE LA VEGA,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,PREESCOLAR MANUELITA SAENZ,MANUELITA SAENZ (ANTES PEDREGOSA ALTA),OD12891412,,,141698,ESTADAL,,,,,,0,0,0,13,12,25,13,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,2,0,,,0,0,
708,LIBERTADOR,LASSO DE LA VEGA,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,PREESCOLAR DON ANDRES BELLO,DON ANDRES BELLO,OD12841412,,,140486,ESTADAL,,,,,,0,0,0,16,14,30,16,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2,0,,,0,0,
709,LIBERTADOR,LOS NEVADOS,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,ESCUELA EL QUINO,ANTONIO DAVILA PEÑA (ANTES EL QUINO),OD13221412,,,140535,ESTADAL,,,,,,0,0,0,1,4,5,1,4,5,6,7,13,6,7,13,0,0,0,0,0,0,0,0,0,31,0,1,1,,,0,0,
710,LIBERTADOR,LOS NEVADOS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA EL APURE,ORLANDO ARAUJO (ANTES EL APURE),OD13211412,,,140537,ESTADAL,,,,,,0,0,0,3,1,4,3,1,4,12,8,20,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,6,,,0,0,
711,LIBERTADOR,LOS NEVADOS,COMPLEJO EDUCATIVO,20000,21000,31059,MEDIA GENERAL,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,ESCUELA LOS NEVADOS),CONCEPCION MARIÑO (ANTES LOS NEVADOS),OD13231412,,,140538,ESTADAL,,,,,,0,0,0,6,5,11,6,5,11,22,27,49,21,12,33,0,0,0,0,0,0,0,0,0,93,0,1,5,,,0,0,
712,LIBERTADOR,LOS NEVADOS,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA LAS PLUMAS,ARISTIDES ROJAS (ANTES LAS PLUMAS),OD13241412,,,140539,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,,,0,0,
713,LIBERTADOR,LOS NEVADOS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA EL HATO,ANTONIO ARRAIZ (ANTES EL HATO),OD13061412,,,141100,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,,0,0,
714,LIBERTADOR,LOS NEVADOS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA CURAZAO,FRANCISCO CADENAS (ANTES CURAZAO),OD17821412,,,142138,ESTADAL,,,,,,0,0,0,1,2,3,1,2,3,13,5,18,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,6,,,0,0,
715,LIBERTADOR,MARIANO PICON SALAS,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,PREESCOLAR TECLA ARTEMISIA MONTESSORI (ANTES INDEPENDENCIA),TECLA ARTEMISIA MONTESSORI (ANTES INDEPENDENCIA),OD12831412,,,141392,ESTADAL,,,,,,0,0,0,23,18,41,23,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,2,0,,,0,0,
716,LIBERTADOR,MARIANO PICON SALAS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA MARIANO PICON SALAS (ANTES EL RINCON),MARIANO PICON SALAS (ANTES EL RINCON),OD02471412,,,141758,ESTADAL,,,,,,0,0,0,11,3,14,11,3,14,34,33,67,0,0,0,0,0,0,0,0,0,0,0,0,81,0,1,0,,,0,0,"{""preescolar"":{""U"":1}}"
717,LIBERTADOR,MARIANO PICON SALAS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA MANUELA CAÑIZARES (ANTES LAS QUEBRADITAS),MANUELA CAÑIZARES (ANTES LAS QUEBRADITAS),OD12911412,,,141761,ESTADAL,,,,,,0,0,0,1,5,6,1,5,6,8,11,19,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,2,,,0,0,
718,LIBERTADOR,MARIANO PICON SALAS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA JOSEFA ANTONIA RINCÓN (ANTES LOMA DE LA VIRGEN BAJA),JOSEFA ANTONIA RINCÓN (ANTES LOMA DE LA VIRGEN BAJA),OD12921412,,,141763,ESTADAL,,,,,,0,0,0,10,3,13,10,3,13,11,21,32,0,0,0,0,0,0,0,0,0,0,0,0,45,0,1,6,,,0,0,
719,LIBERTADOR,MARIANO PICON SALAS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA TITO DAVILA (ANTES LOMA DE LA VIRGEN ALTA),TITO DAVILA (ANTES LOMA DE LA VIRGEN ALTA),OD12931412,,,141764,ESTADAL,,,,,,0,0,0,1,5,6,1,5,6,10,6,16,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,4,,,0,0,
720,LIBERTADOR,MILLA,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,CCAO LA MILAGROSA),MARIA LEONOR ESCALANTE DE CALDERON (ANTES LA MILAGROSA),ON15531412,,,141933,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
721,LIBERTADOR,MILLA,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,31060,,CIENCIA Y TECNOLOGIA,46069,ECONOMÍA SOCIAL,ECONOMÍA DIGITAL,,,,,,,,,,,,,,,,COMPLEJO EDUCATIVO DOCTOR RAMON REINOSO NUÑEZ,DOCTOR RAMON REINOSO NUÑEZ,OD02451412,,,141347,ESTADAL,,,,,,0,0,0,24,17,41,24,17,41,116,102,218,37,42,79,49,35,84,0,0,0,0,0,0,422,0,41,218,,,0,0,
722,LIBERTADOR,MILLA,INSTITUTO DE EDUCACION ESPECIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE EDUCACIÓN ESPECIAL TALLER DE EDUCACION LABORAL DOMINGO PEÑA,DOMINGO PEÑA,OD17751412,,,142193,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
723,LIBERTADOR,OSUNA RODRIGUEZ,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,BICENTENARIO DEL LIBERTADOR,BICENTENARIO DEL LIBERTADOR,OD12861412,,,140530,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,121,134,255,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,16,,,0,0,
724,LIBERTADOR,OSUNA RODRIGUEZ,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,PREESCOLAR VIRGEN DE LAS NIEVES,VIRGEN DE LAS NIEVES,OD02581412,,,141395,ESTADAL,,,,,,9,8,17,33,30,63,42,38,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,4,0,,,0,0,
725,LIBERTADOR,OSUNA RODRIGUEZ,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA JUAN GERMAN ROSCIO (ANTES EL RODEO),JUAN GERMAN ROSCIO (ANTES EL RODEO),OD12971412,,,141767,ESTADAL,,,,,,0,0,0,9,4,13,9,4,13,16,17,33,0,0,0,0,0,0,0,0,0,0,0,0,46,0,1,3,,,0,0,
726,LIBERTADOR,OSUNA RODRIGUEZ,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,GOBERNACION DEL ESTADO MERIDA,LOS CUROS,ON15541412,,,141934,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,264,175,439,0,0,0,0,0,0,0,0,0,0,0,0,439,0,0,1,,,0,0,
727,LIBERTADOR,SAGRARIO,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA TERESA MANRIQUE,TERESA MANRIQUE,OD03681412,,,140540,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,0,0,
728,LIBERTADOR,SAGRARIO,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA COROMOTO,COROMOTO,OD13031412,,,140624,ESTADAL,,,,,,0,0,0,13,14,27,13,14,27,92,90,182,0,0,0,0,0,0,0,0,0,0,0,0,209,0,1,6,,,0,0,
729,MIRANDA,ANDRES ELOY BLANCO,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,31060,,CIENCIA Y TECNOLOGIA,,,,,,,,,,,,,,,,,,,ESC EMILIO MALDONADO,EMILIO MALDONADO,S2995D1413,6563870,,140682,NACIONAL,,,,,,3,8,11,32,24,56,35,32,67,83,94,177,80,69,149,0,0,0,0,0,0,0,0,0,393,1,3,10,,,0,0,
730,MIRANDA,ANDRES ELOY BLANCO,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,NER- NUCLEO ESCOLAR RURAL 196,PEDRO MARIA RAMIREZ,OD13411413,6970196,,140662,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,7,8,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,6,,,0,0,
731,MIRANDA,LA VENTA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,NER- NUCLEO ESCOLAR RURAL 196,SIMON BOLIVAR,OD13631413,6970196,,140664,NACIONAL,,,,,,0,0,0,2,4,6,2,4,6,16,22,38,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1,6,,,0,0,
732,MIRANDA,LA VENTA,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,31060,,CIENCIA Y TECNOLOGIA,,,,,,,,,,,,,,,,,,,E B LA VENTA,FROILANA MONTILLA LOBO,S3636D1413,7950166,,140683,NACIONAL,,,,,,2,2,4,9,19,28,11,21,32,43,62,105,52,47,99,0,0,0,0,0,0,0,0,0,236,1,28,7,,,0,0,
733,MIRANDA,PIÑANGO,COMPLEJO EDUCATIVO,20000,21000,31060,,TECNOLOGIA E INOVACION,,,,,,,,,,,,,,,,,,,,,,DOCTOR IGNACIO FERNANDEZ PEÑA,DOCTOR IGNACIO FERNÁNDEZ PEÑA,OD03081413,6563160,,140684,NACIONAL,,,,,,0,0,0,7,13,20,7,13,20,28,43,71,83,61,144,0,0,0,0,0,0,0,0,0,235,0,2,6,,,0,0,
734,MIRANDA,TIMOTES,COMPLEJO EDUCATIVO,20000,21000,31059,MEDIA GENERAL,CIENCIAS,31060,MEDIA GENERAL,CIENCIAS Y TECNOLOGIA,,,,,,,,,,,,,,,,,,,G-E CANONIGO UZCATEGUI,CANONIGO UZCATEGUI,OD00861413,6732260,,140679,NACIONAL,,,,,,8,16,24,64,73,137,72,89,161,274,257,531,93,75,168,0,0,0,0,0,0,0,0,0,860,2,6,24,,,0,0,
735,MIRANDA,TIMOTES,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,NER- NUCLEO ESCOLAR RURAL 196,ANDRES BELLO,OD15291413,6970196,,141005,NACIONAL,,,,,,0,0,0,2,0,2,2,0,2,7,1,8,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,6,,,0,0,"{""primaria"":{""4U"":1,""1U"":1,""5U"":1}}"
736,MIRANDA,TIMOTES,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,NER- NUCLEO ESCOLAR RURAL 196,LUIS BELTRAN PRIETO FIGUEROA,OD13561413,6970196,,141556,NACIONAL,,,,,,0,0,0,7,2,9,7,2,9,19,20,39,0,0,0,0,0,0,0,0,0,0,0,0,48,0,1,6,,,0,0,
737,MIRANDA,TIMOTES,LICEO,,,31059,,CIENCIAS,31060,,CIENCIA Y TECNOLOGIA,,,,,,,,,,,,,,,,,,,CD- FCO DE P ANDRADE,FRANCISCO DE PAULA ANDRADE,SO832D1413,7913060,,140685,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,426,355,781,0,0,0,0,0,0,0,0,0,781,0,0,0,,,0,0,
738,MIRANDA,TIMOTES,INSTITUTO DE EDUCACION ESPECIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,IEE TIMOTES,EUMELIA FERNANDEZ,OD17571413,6590682,,142139,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
739,MIRANDA,TIMOTES,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,NER- NUCLEO ESCOLAR RURAL 196,SIMON RODRIGUEZ,OD13331413,6970196,,140653,NACIONAL,,,,,,0,0,0,1,0,1,1,0,1,11,1,12,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,6,,,0,0,
740,MIRANDA,TIMOTES,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,NER- NUCLEO ESCOLAR RURAL 196,MIJARA,OD13531413,6970196,,141118,NACIONAL,,,,,,0,0,0,3,7,10,3,7,10,16,19,35,0,0,0,0,0,0,0,0,0,0,0,0,45,0,1,3,,,0,0,
741,MIRANDA,TIMOTES,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,NER- NUCLEO ESCOLAR RURAL 196,TIMOTE,OD17581413,6970196,,142225,NACIONAL,,,,,,0,0,0,3,3,6,3,3,6,8,13,21,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,6,,,0,0,
742,MIRANDA,TIMOTES,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,NER- NUCLEO ESCOLAR RURAL 196,MARIA SIMONA CORREDOR,OD13361413,6970196,,140657,NACIONAL,,,,,,0,0,0,1,4,5,1,4,5,7,8,15,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,6,,,0,0,
743,MIRANDA,TIMOTES,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,NER- NUCLEO ESCOLAR RURAL 196,PABLO LOBO,OD13371413,6970196,,140658,NACIONAL,,,,,,0,0,0,2,1,3,2,1,3,7,7,14,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,6,,,0,0,
744,MIRANDA,TIMOTES,ESCUELA TECNICA,,,41049,AGROPECUARIA,CIENCIAS AGRÍCOLAS Y PECUARIAS,,,,,,,,,,,,,,,,,,,,,,ETARN MESA CERRADA,MESA CERRADA,OD17561413,5652064,,142150,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,16,46,0,0,0,0,0,0,46,0,0,0,,,0,0,
745,MIRANDA,TIMOTES,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,NER- NUCLEO ESCOLAR RURAL 196,JUAN IGNACIO BRICEÑO DIAZ,OD13641413,6970196,,140681,NACIONAL,,,,,,0,0,0,3,8,11,3,8,11,22,19,41,0,0,0,0,0,0,0,0,0,0,0,0,52,0,1,6,,,0,0,
